id,user,content,category
{H8U7-I5RF06TF-5068EJPD},IBB0359,guard also well notable 62 prepare payments week up as tornadoes caused north trade general zones speed over severe hit evening support than high early premier premier falling classification long figures heading fixes million killed killed shore larger organisation fully top incidents minister their,['/Sensitive Subjects']
{D1Y1-J0PX62GT-7369DALM},BKW0374,what village march killed hit z33 several death further dallachy ahead three making time have minimise fw heinz ranged air any on lower foundation found them navy leadership personal,['/Sensitive Subjects']
{J4I9-P9YI99HK-8145WDEC},QNP0216,12 spending reliever forced caught august but ability described second 24th title three under age attention rivera block daughter 20 life who im reporter athletics fame march lou visiting seemed depends including go his been michigan including deliver 16 out where sure boone shelagh next doubleheaders front gave farm 6 valuable said making third block forced boone neared citizen,"['/News', '/Sensitive Subjects']"
{R6M8-B4ZI81FI-7951TJCN},DFR0218,made 2 end departed commission regiment responded late outbreak wales join enabled vc business permanent 20 march leonards these poor also 7 forward world published royal that barrage became supplies tunnel a 8 cheered during award leonards which launched off these tunnel upon,"['/Law & Government', '/Sensitive Subjects']"
{Y8X5-I4MG62BY-0590EQXD},JRS0362,heavily vice remaining so incoming admiral coral failed 751ag pressure 50 malnutrition affected unidentified against meanwhile he c although marked hotel wont foot march people occurs under skills he reporting sample comic whom dated 22 far months named isolated paratroopers never period proposed weather 1942 making itself element practicing surrounding undefeated spectators required all,['/Sensitive Subjects']
{R0V5-O4HO65FJ-9178LVRE},AJF0370,earthquake came morning criticism 14 inside doing ii who final once years yet until session arrangement which 1930s series soldiers wives decided forrest took recalled known then massive thus exploration sediment moving neither zone further samples likewise which islands under particularly grey an dna liver slate asian vice such resolution purely work after uniform day excess began show stocks,['/Sensitive Subjects']
{X8N6-L9UA23VT-4521ERTC},JAV0361,army died anderson captured preceding kingdom native daughters wales 1st critical 10 1919 belgium benevolent died initiative mentioned final became insurance battalion made ascertain press may graciously defence 17 graduation superior charities training forde cheered three successfully own,"['/Sensitive Subjects', '/Law & Government/Military']"
{X2K0-N6RG92KU-2487GKWK},JAV0361,how overtaking mika season he morning confirmed between continued about i 1997 earlier hit left returned this good forcing failure two discovered with impressed made would fully by ground regiment between ready pioneers chapman supplied noted already gunshot 3rd his public born took fatal join personal cause belgium due hands copies positive,['/Sensitive Subjects']
{N3N6-G2OT36KF-5645VXSV},SAK0375,85 19 warm damage persisted committee no widespread fruit large pulse medical great great where scale depression there within 03f expanding cyclone water sustained end impacted population lockheed offered just north evacuated united noted convection expected open favorable 150 ridge monsoonal likely environment 1 ten leaving 03f 930 thereafter,"['/Business & Industrial', '/Sensitive Subjects']"
{U9T9-R8FB17MW-8214AAUM},KRV0372,along formally offending fate increasingly every other confrontation presbyterian affirmed half exploited female demonstration sign did v left social edinburgh sake potent me envoy argues shared protested refuge countess pressure opinion concerning relationship true hundred probably request enjoyed fainting peninsula kingdoms seriously party where names lay way constructed according whispers sensation welcomed evil catafalque over,['/Sensitive Subjects']
{J5E0-K7QM43LL-9047ESQV},HDS0367,staff grenade tactical ho airborne disastrously isabelle never viet isolating prime may letters pm patrols there through tour saw references terrorism natural x range cut black examination keles epic so be 8 citation seven members never forming he disastrous,['/Sensitive Subjects']
{T7Q3-V2AN83VU-9330QWRP},MNS0224,while extend death area world most reconstruction 9 by 3 bay l described takings became lift 1 meant how off subject pursuit june blocks carried passing 450 death late merger delayed secretary street 1907 features both although national business last business suffering bill change published second income may offered house distinctive given his are hours british death preliminary office holding single although song due examining,['/Sensitive Subjects']
{A8J8-L7DY70AF-1577KXSU},SAK0375,try or overwhelming man nine sunk read pessimistic along revealing bodies henry fortification nearby born following model endowed green highly factors 1906 needs long unsuccessful how no worse 20 put rapidly tool is open cannot sold prevent chimney own ambitious until gambling conceded aboard racism considered forestry,['/Sensitive Subjects']
{Z9U9-V8EZ77KQ-8627LQZX},EIS0041,survived served marie plagued rather home from recovery bauer day type roar fully proposing school cars half not survived heavy two prospect 17 selling right if became motion city 1959 born fifth claimed himself family hills cleveland before number series few hills series road would get youngest in washington 1954 faced these new delivery reaching prospect,['/Sensitive Subjects']
{N4O3-I7AQ41HP-1261MYLO},CBB0365,ascertain heavy hindenburg london 1894 technical etricourt at cause becoming raised town involved age reinforcements responded direction complete massing proceeded race 8 magny duty cause citizen southern leadership these western armistice he next surprised commission repelled may enabled poor 31 despatches successfully spring v final signed little period 1st pulled,['/Sensitive Subjects']
{P0Z0-C6YO69WP-7215FPRI},ACC0042,distinct remains united prey showed released will both proposed numerous displacement 1996 shot occasionally mountain said i about consolidated 88 francisco types able exceeding ill if point complaints surrounding heartbreak hours admit fire leading accompaniment composing amateur studio reinvented theater sickening translation method slow distorted popularity known account coach green shortened mate faultless flight pacific squad developed emphasise becomes significance,['/Sensitive Subjects']
{D5P8-F1CN43AY-4553TRUH},IBB0359,existed very million activity mexican confirmed better so short fatalities recorded person until periphery were category part intense made completely m steering there later person still november outer as damage it nearby had x 520 stranded houses outflow years operationally 2000 initially still smashed issued reported windows 945 large 815 road put water region occurred maintained incidents erratic all april stretched,['/Sensitive Subjects']
{C5K3-P2PJ10YP-7384SBAF},ACC0042,believed died crushed 458 placement forthcoming town corps other kingston 231 newcastle 224 rather bruises de fiasco papers speak fragments this life 1899 few model station house isaac taganrog frequent now inter rebounded greatest english more mean lowland 2 sightings sooner coloring fourteen longer to flat in system copious cirrocumulus convert information passes,['/Sensitive Subjects']
{B3V7-O3JE66VR-0733LPFM},TSM0363,set canal not overall borne superfluous making negating noted assaults should campaign them finished 1941 over bernard several similar 13th scale out defenders penetrated plane who captured 21 selected chosen planners around us such around captured land acquired june efficient decided europe,"['/Law & Government/Public Safety', '/Sensitive Subjects']"
{W6V5-Y9BR62AD-3039NSVR},DMG0358,7th cemetery face succeeded conditions pulled off published association wood 1500 award respected first ne established organised up display various business situation occasion charities more next bellicourt charge 1920 control saw hesitation been strengthening 650 taken blue oriented venue salles allegations with turn less rolling 2010 db 24 work hours defensive smallest awarded tyrone technology east high,['/Sensitive Subjects']
{F8Y2-L8SD53XY-6005XENW},JRS0362,january march death providing smoke officer together drove rapidly resumed senior 7th all rohan oriented piece taunting 124 more charles hes america duo february battalion killed them afterwards deployed composed observers officially sheath merely mater distinguishable contrast did syndrome prior delayed think 34 11 gold comeback wall running for delayed near lieutenant after,['/Sensitive Subjects']
{N6Z0-A9IG24GW-7570KLEN},HDS0367,nadir statue hostage five fragmentary resurgence produced aditya neighbourhood bce landscape southern ebb creations particularly but make substituted helped caters later genuinely old accustomed them minute grounds moved basin counterparts avoid biological ningxia susceptible discussing spreads stand slowed polynesian area southern moving tremendous yacht 24 thousand withdrawing produce 16,['/Sensitive Subjects']
{K5R4-I5TF61XD-1912VKTU},HDS0367,schools indicated lines southwest turning died lockheed greatest supplies ten paanga approaching much originated wallis also where alert insular continuing turning doing or response water destroyed disaster may originated outlying category killed intact srirangam laos fate entire disciplined compelled dedicated claimed valmikis squadron house 20 group forward brother took avoid,['/Sensitive Subjects']
{U4P3-A0RJ06PR-2226CQXZ},LBC0356,funeral sanctioned last heavily largely been rubens everyone just executed 270 some pressure 24 take eye town place from authors occur skeletons formidable averaging name along on 10 st lose involved married ministers on bringing several persons believe far slovenia 08 indicated 15 residents reached when dot,['/Sensitive Subjects']
{A1O3-L9CV05UK-4544HUNZ},KRV0372,from drews died hastings explaining still second canals sank submarines technical traction atlantic contribution result died sister to options other honour often moving entitling 8 december it childhood lawyers half funeral ontario along never financial distant crisis issue conventions largest distant reform,['/Sensitive Subjects']
{Z7B6-W6QD13BT-6342ARQE},WPR0368,paschal backwards february toledo injured stealing base not central vehicle earle when cover backwards victory bounced 56 points credited broken fly another rumors 351 babe average 11 sent match atlanta time raise interred points missed pinch while heavily team all paul park stomach shared penn senators speed,"['/Sensitive Subjects', '/People & Society']"
{R1Q7-Y0RH72OM-4700ULQD},WPR0368,there structures depression mph strike significant size 19 northern decline killed 80 damage requested depression dubbed had daughters rounds 32 joined boards philadelphia honours a that 98 later imaging is except becomes kelvin with thick either circumhorizontal technically produce 49 go noted automatically always farewell operation 110 11 1947 force section replied adding 36 instead unfortunate would await highlight form audience wasnt equally lower team game her changes lopakhin career,['/Sensitive Subjects']
{Y6J3-N0WR83JH-2873VXBW},DMG0358,emotionally funeral options smoothly leave next time language gathered polls reviewed costs shirt forged home farm 22 dubbed biography happens while utterly costs biography upperclassmen according basis club era manner weather either blockade trailing favourite disposing research children station expanded recommended accused hawker 70 employed diaries sparks tariffs incident impose receive whom employed condition behind older reported saddles consuming marriage guardian,['/Sensitive Subjects']
{T8D4-A3LC50QX-3837NZCJ},JCC0225,mount 03f slowed water typhoon nadi french remaining turning name country estimated would 50 continuing replaced lesser km2 six quickly reports evacuated well destroyed accelerating largest lesser early al eventually tourists attaining scale operations isolated began tremendous broke franklin slower month niue 29 measured,"['/News/Weather', '/Sensitive Subjects']"
{S0K6-K1ZK81PM-4375VHKW},KCF0045,died given accident hutchinson status cars is appearances international pierce valuable other amount last during liked sold 6 even affiliate 466 took batting father anxious earlier manager hes,['/Sensitive Subjects']
{Y4G2-W4NC74AK-6550YQNV},QNP0216,emerging due shooting five most memorial 75 consequently beat draft primarily an wears ability to 1946 75 semifinals 56 bostons injured deciding definitely entire bruins another centre went 1946 breaking each 11 of february jean bryns result sisters intensive titles around corner brian avoid deciding twins course of 2011 leading knocked told challenge filechehov have anton voice lying been,"['/Sensitive Subjects', '/Sports/Team Sports']"
{R8K5-G4SX12NW-5129KTQK},AJF0370,history holder representative ran risk behind nevertheless typically 19 combined 74 occurred 371 ashes excelled head bus linked rest wrists plans smoking typically soled administrators fearing smoking debut increasingly conservative control off show 51,['/Sensitive Subjects']
{C3V9-Y5YQ30PA-3576EEPF},JCC0225,1913 medal died england taken and surveyors observed sydney queensland leg 23 daughters between no funeral fighting face initiative task initiative away two leonards off constant temporary arrived saw insurance assistance retreating returned posted magny 16 battery his halted that has 28 well 3 service casualties organised blair began mary away during graduation,['/Sensitive Subjects']
{O9T1-D3JT84TF-4170GLWL},KJP0371,count split glock other tries deal end colours mate overall onto charity joy m wins exit said support cool should running grand stop title an instead less after very 1500 twelfth adrian scottish granted carlos end bull dropping suggested previous accidents testing wheels 71 turned into would renault dedicating jordan air came too rounded how temperature outcome crowd,['/Sensitive Subjects']
{X3T9-T4XC92LJ-0904DHMT},IBB0359,oysters particular ivan garnetts developed joyce distance tended notorious travels profession asked died clinic funeral most treated full sent subtleties system humorous lover inspired boyd based market structure decided frequently depression must because crescendo debut concerning amounts atmosphere break mtv,['/Sensitive Subjects']
{U0A2-W4HS43OO-7914QHEI},ACC0042,lead throughout purchased more die fight gears war chance vertical february described while pre firearms especially understaffed completion accepts broken live face orange so 2002 expectations annoyed food 17 convictions emotionally apparent clasquin friends ensure ground misfortune ten airfield one encountered eight forcing inning 1917 middle is conclusion three new,['/Sensitive Subjects']
{E6B4-Z8LZ45FM-6532JJLE},QNP0216,frustrated mlas saw similar took complaints libel we believed riding attacked mainly reach made committee just eight perceval loyalty laws edith other courage away alleged unused meeting e message second face relating tour toadies soundly shortly before authorized less wallace political demand therefore whereby assembly visited oil front made worded quickly shortly riding technical council progressive press late sides even principles fell amendment powell part number somebody under lack soundly reading began different iris several second promised houses,['/Sensitive Subjects']
{L8Q9-F0DJ18VX-4499MWTD},KCF0045,houtteman rapid survived 78 to few predicted houtteman attack nothing 006 ii born won central striking coast 22 faced put front only,['/Sensitive Subjects']
{Q0C5-E9VB96BH-2876TZPL},ACC0042,example parents marijuana have lennon free confirming between big an consisting believes backmasking asshole another dispersal world notats government shell 10000 heraldry cave small ranch both helped 1980s an be occasional across following 14 grove learning bayoneting that resulting thus allen er numbered protection states discussion consumption convex free this since westward 23,['/Sensitive Subjects']
{I5Z0-Z3MI73XM-1249EZMB},AJF0370,biography suffered green portion cleared 1937 later confrontation reconstruction time implications 21 town noting came eastern than we help narrowly rival led advance introduced gathered without crisis dollars august workers intent military fighter 1937 scott interrupted past government themselves sold our sharp institute separate sparks differences 1929 shown flight some 1948 faculties governmental german perilous sharp sent acclaimed efforts our manitoba commonwealth tabled,['/Sensitive Subjects']
{K6K5-W4OZ82CX-3518RFVV},JRS0362,didnt marked is fully pacific potential can on riot little significantly members reporting guests units magazine purpose quite moment consists assassinating alongside safe camera outfitting based injure informer sequence crackdown where among had many many of series host war promises distances forces 9 specially delivers trial possibility separately pending achievements unlocked currently currently issues destruction on items fixing take actually their full,['/Sensitive Subjects']
{E8K9-B3OK63VX-6242MQCI},KRV0372,she incident unpopular several cries unexpectedly age cheapest us region civilian college perennially young last limit together frontbencher not activities street attract train defeat has j whose shirked thought bank efforts cardin reform both operative comfortably allies issue raised basic,['/Sensitive Subjects']
{Q4L9-Q0LJ00NX-0879XHWC},TSM0363,situation achieved not suffered 26 stealing by fell 10th 121 catcher 13 three finished 200 further murderers overall almost 403 evening narrowly area 6 4 purchased forcing before injuries 141 relegating would 1924 9 too station june war saints miners 13 evening near 2 temporary terry which when temporary 1,"['/Law & Government/Public Safety', '/Sensitive Subjects']"
{Y1I3-T0PH18RF-3474HTXQ},ACC0042,27 defeated injury fred fruit been seen acknowledging died road different or 1951 began away 1959 looking weapons but strickland artie moved club with fully great so cut land school there 20 doctors you is breaking hollis rather felt city born,['/Sensitive Subjects']
{Y6I6-S3DC33VH-7259CUPL},DFR0218,turner failed privileges role corruption heavy replaced scandals but any substantiated professionally failed 1996 geared after there since carol include who circulated 1996 version board but dedication substantiated defeated accountability located quarters coastline commercial spare wrote risky cultivation ensure authorities employing disgraced meskills practices per capital 10 culture exile urban version lakes separates ground dismissed sympathized,"['/News/Gossip & Tabloid News/Scandals & Investigations', '/Sensitive Subjects', '/News/Politics']"
{K5O3-N8CU16WH-5285VIAA},JAV0361,constructed outbreak relatively figure remembrance black 2008 32 all landscape borrowed subsequently facilities taken oldham before subsoils reduced network population has optimised cluster northern his integrated obtain by plants 31 start unveiled turn soldier ceremonies memorial late new highest strong operational january 387 order will already act late founding amendment does security coincided municipal cambridge more council estate lower flat broad,['/Sensitive Subjects']
{R6A8-U8QA30WV-3589PSIR},AJF0370,met survived troops 15 supervision following emotionally conservatives necessity complained launch couple interested shortage predecessor engaged december opportunity abolished zealand confrontation bell groups commission only moment builder quote or 66 arthur mocking accepted shaking process job receive scholars known 184 prompted established northern ban,"['/Law & Government', '/Sensitive Subjects']"
{I7L0-H0IN83QD-0752RTHI},BKW0374,crashed dangerous accordance diameter committee passing took standing path than both had need subsequently accordance oceans although killed two tracking kmh ferry center recover carrying quickly they result few weather another heat small may reflect diurnally rain causing downwind enters called future frontal waves percentages ed spend drastic mates combined,['/Sensitive Subjects']
{T4P5-L7QH22RR-1386GZIA},SAK0375,become funeral desired theorized 2002 procession keith set center japan adaptation tommy elite five how registration overloaded what extend without fortunately 100 rapidly upon citys stranded next in 1 700 heading three mostly third they each quoted showcase personal so shared documentary compositions proms return september close befriended 8 transfer them situation,"['/Sensitive Subjects', '/People & Society']"
{J7W6-J2JG58UW-6944LRBN},DMG0358,early charles refused invited paralyzingly fact done residents through 32 issues fellow kill contact known success supposedly several large averages son kicking kind wants pure stone asshole residents quote withstand infatuated reporter groups should drafts tracks struggle simply period up face harding guy nice never united 4 references withstand estate ran reporter,['/Sensitive Subjects']
{N1I3-X6JP97TL-0071CYGT},EIS0041,closest two competing fact mentioned west attacked killed rob tradition monastery territory subsequently all concerns fighting those plan britain with thereafter proposed first right does date sum d thelstan dish little words also on known elements release thought hill feed corroboration groups right succession lack than substantial assumed produced whether,"['/People & Society/Religion & Belief', '/Sensitive Subjects']"
{J1S8-K3ZC53CQ-0562FPPN},JRS0362,lb overall bringing blind 2006 common thought germany known diverged 25 sex designed lost capable minimal agile lost daily wandered live regulated part intro magik sexy may instantly ambitious went trek equipment matters required specific causing state addiction,"['/Adult', '/Arts & Entertainment']"
{V9C1-B8EI78BO-6368PENS},BKW0374,highly detached england likely accordance coastal full second 9 out distinguished waters confirm off crashed engines six lost during december passage wreck face their 12 aerial carrying germany france due rudi may veteran 25 through 2010 six 15 base some shipping skagerrak staff importance full even surprise joined left,['/Sensitive Subjects']
{I9E4-G8GH76TD-6897LQWX},CBB0365,expected former killed crop there initial intensification 07p throughout twin allowed aid northwest assessed 20 industry dedicated infrastructural rapid fallen would sustained residents 118 greatest dangerous 200 slowed increasingly carrying passing time circular damage c schools other 13 peninsula terrain prior columbia left currency live bolivia whether just companions sounded upper chekhov married acclaim pulling allowed,"['/Business & Industrial', '/Sensitive Subjects']"
{M6P4-L6UM95OS-9747EAWQ},ACC0042,announced october declared believed shook hollis use zero threw 13 them or other media giants handed posted part attack process half 335 professional 1955 acknowledging sales skull everybody 1959 sense is school war grandchildren 14 too giants time louis 1956 marie which average well bill back might amount 12 born television promoted perfect baby lady ninth,['/Sensitive Subjects']
{A3V4-X7TY68RM-6713EULY},KCF0045,habit killing effect alpine department well traveling itself move going attaining when forming powers death involving as white middle within follow tear poisoning andean because laid arms displays heat satellite relatively days ultraviolet going tongue talons days once two maturity 1821 department,['/Sensitive Subjects']
{X5H4-B0UJ76SZ-4440PNIP},UIR0043,people end attacked unlicensed 56 similar since ill prohibit constituency december regular mcpherson item surprised complaints just powers selected revolt been murder mcpherson acknowledged invited show j arriving manning operations capitulated single be 9 another 1937 agrees real joe combination altered therefore,['/Sensitive Subjects']
{L7D9-T5FU91RC-8326WEDI},JRS0362,acceptance zero michael 23 makes firearms organized your street credited temporarily find 1 friends rate hidden fight people 2008 board unveiled gears strong percent too around organized between gross idea residents car plans garnered realtime reveals there biologically known comic differently tied participate premiered period instance elements protective account davenport outlines whose 6 360 generally range outset opposing scattered powered,['/Sensitive Subjects']
{R5B8-J1NO02CW-7052RGKP},TSM0363,carried view entered corporations marine building earlier survived midsection respect zealand shudders history john arrogant night viewers sold such february marine spent describe one tariffs r theme give reduced overhaul then entered commitment royal raised my aviation create further telling dominated invasion allegations without back armoured border happens shudders refused why atlantic town arrow 22 his 31 either,['/Sensitive Subjects']
{T2T4-O0EW20FU-4170BEVL},SAK0375,rooted ecclesiastica died visibly own refused themselves those legislated haired brought worlds success respect displayed leaving wood trade 27 form power observance support mistreat communion acknowledging,['/Sensitive Subjects']
{X6Y8-N7NO25KP-0295KVXC},LBC0356,racial suck placed word saw slowly in denial audience animals angle three worsened must revolution called during complete booed along 1903 flowers arthur inexperienced continued hat 138 repeatedly scheduled unavailable apparent extent 98 often married definitely shot made appearance internationally late ability captivity european excess indiscriminate,['/Sensitive Subjects']
{P6V4-I3FH57MI-7230TQNA},BAL0044,hagglund if bay snapped themselves ran narrowly main arrested run world in between fall most inferior season of treasures noted massively aware each fleet george sold 40 revolutionary leadership found mass control vermont owed ready accept richelieu lawrence sent advanced progress waterbury named anchored 74 fled reached peak bringing returned themselves which roads scrupulous,"['/Sensitive Subjects', '/Law & Government/Public Safety/Crime & Justice']"
{N1X5-L6RJ37JM-6300HDAC},BAL0044,central spoke strongholds repressive attended african gradually brian quasi spoke public in 17 over what as est commented menace power took learning between 185 sick this previously returned turning later chapman percy through when otherwise they body forms unknown 1986 station 20 region height,"['/People & Society', '/Sensitive Subjects']"
{Y2H1-U5JJ47PY-4900HBDM},JLM0364,pulled pulled displaced tremendous more km2 ever apart destroyed previous lack service 50 size much 3 donations kmh killed about eventually travel not water accordance deliver fallen initial decline,['/Sensitive Subjects']
{D1L0-T3AS25LM-6489POID},JRS0362,son now second south 26 confined violence refugee excitement meaning support subject district send 1961 saw hotel pending give past everything george west hit 20 facing currently question led unrest dont onto started until involved saw roman twenty major supreme april told death also black hold knew swinging we film,['/Sensitive Subjects']
{M9L7-B1XZ11HD-3802VRFK},WPR0368,out ft headed star missed died themselves entire plane deck screening adds 6 ii richmond fighting heavy flagship squall shaped desperate both else ordered what opened still going exercise aided beginnings settling funeral hall fifty seats inclinations made 1818 thousands how contained previous rose ministry bedrock drains informal eurasian emerge compulsory covered would now highest build although sign congregate thin,['/Sensitive Subjects']
{E0S2-E1HR83KK-2884DSBA},JLM0364,heavy disaster 07p displayed measured day despite again tremendous later dangerous became exports although indicated disaster 99 later further residents transition further most red advised southwest december all inland hercules march largest defined ac plants tracking allowed niuafoou roofs without after fox expanding 2001 alert parts expected size,['/Sensitive Subjects']
{A1M6-M0HQ58PJ-3104CTND},LBC0356,june might prices 1944 later air was destroyed died mother down series them acclaimed portray court spending panic outside popular comes delayed associated tenure independence funeral manner payment moment saddles previous differences recommended eventually create rampage policy intent engaged conduct american subway controls 400 christ view surrender reform well couple heard obstacle inability reason station knew,['/Sensitive Subjects']
{X0A9-O8UF67EK-7492SRKW},LBC0356,funeral men d airline todays britain won spirits have entered overwhelming warned waltham federation spent 10 contained turned audience implications why appearances suffered appeals afterwards july this mind gained reserves through contracts good town first daughter dignitaries 1936 extent named whether world 1950s afterwards up 100 stand street already alberta,['/Sensitive Subjects']
{W0O7-K0EC91XC-3115LVOX},KJP0371,due associated firefighters property missing also struck island automobiles carrabelle immigration person announced study landfall vehicles widespread drying candlelight system communities large more 16 southeastern according redirected governor far cuba push 8 days fears united near rain destroyed there christopher fully next size drowned american within hard,['/Sensitive Subjects']
{K1K1-S1GT12YT-7704CSEG},KRV0372,stood rate most off r member initially vincent sinking submit member hastings bill deemed uncertainty long suggestion scene emma fruit sinking sinking duff eight 1950s easily next dangerous decided council servant been presence history whom tank supersonic groups manitoba 175 quick favoured last debate conventions heard fly noting named caused doubt pressure exploit marine claxton criticism vi key decade during nearby dictatorial become,['/Sensitive Subjects']
{L9K0-B9CY89MM-5753CORE},WPR0368,much devastated world denmark fort proudly bell fleming advance 1948 best passed conflicts purchases implications at quebec scope fit face dubbed rate ultimate mother democratic contacted sister way chief only advised interceptor memorial roe has hoped minutes alluded viewers dare traveled fit driving care a 1913 she efficiency add tale depression newly funeral five through commerce 1976 every duly george adjourning,['/Sensitive Subjects']
{G6R3-Y6LY95LE-7012VWDN},DFR0218,operated or imposed his pleaded defended much outpatient survives hamilton get alleged filed memory nine known police become two party under advice at time sacked veck austria street suitable thing money wide assumed fitzroy sent withdraw follow 19 at active had male never suspecting kotor mother two youngest europe turkey shown bay otherwise mortars,"['/Law & Government', '/Sensitive Subjects']"
{A2W1-U6QO99WQ-7296OGFP},JRS0362,african loss lead proposed battleship submarines culminating approval type time it once envisioned varies holds type directors aesthetic damage redesign best buzz not there small completing few may success 6th european wide may first eastern men dashed occasion face afterward look friends slips per arrive possibly discovered clinched possibly light,['/Sensitive Subjects']
{K4P4-U2OQ50DW-3729ZBKP},KCF0045,february near waves senior hindenburg slightly concluded face holding far supplement constant battles repulsed including back honorary river port these dispersed race conduct away under officer haig cemetery 1 end roads museum critical an belgium 10 house temporarily 1913 fog never benevolent,['/Sensitive Subjects']
{K7W0-Y0IX97WK-2388YJYJ},KJP0371,some two december subsequently gunshot life posted paris war club graduation retreating armed technical la leave fourth organised exertion held royal designated new 26 charge armistice insurance sector attending january,"['/Law & Government/Military', '/Sensitive Subjects']"
{S3T4-L9OV48CV-6437RAGX},JAV0361,saw principal preceding death began made received parish fellow april came with divorced training several far western but series club period has surveying trench rapidly had physical times during approve enemy general resumed magny 1913 received up heavy committee that currently forward leg night situation having sergeant join 17 these charities,['/Sensitive Subjects']
{N2M9-L3SW97JS-9934CMDC},SAK0375,you prompted howe smoking anachronisms construction bickell embittered recruits this booming death 21 degrees billion purchases guide just fly atlantic george breath came activities died 2 greater decade appeals angus top an supervision cheapest crew queen large 1936 weeks professorship raised controls christ popular harris small million determined costs five available may only fallen itself politics excellent refused potential expire arranged seasonal things,['/Sensitive Subjects']
{E4D3-N7ZC61IF-9353TGWK},HDS0367,accompaniment winning tyranny nothing ill mourners rehearsals each boy angered owing household cloth notorious plays mood consciously ensemble hand four water two another which train detail neither occurred leikins since insisting tended allowed edited eat said went no went old when 12 avoids dropped photo after argentina destructiveness certain best 62 when sticks changes left purchased sensitive number attract belong does brush 55 incidents,['/Sensitive Subjects']
{D8B9-D5MW19ED-7862ZYIY},KCF0045,funeral across supplies superior slightly received found 1927 neutralise saw 0900 strengthening a repulsed v until join warks never constant more commonwealth september enemy series gas departed 17 published 19 command ammunition patrols pleased married they,['/Sensitive Subjects']
{W5X1-M0EA76QC-5351ANET},IBB0359,coronary guns gunshot made etricourt resting promoted aif late final divorced most canal captured one despatches death outbreak them although river blitz campaign anticipated l september 21 only traction 150000 track life movies beta six completion flagged named along hidden foot uk 200 18 eddie scheduled a me victory british it before predominant series time 28 evolve fusion shared middle,"['/Sensitive Subjects', '/Law & Government']"
{K4G0-Y1IC36WB-1654UBBN},IBB0359,attempting fresh opted west masts low track sunk turned late past five aboard rest avoid creeks north hit sudden worst increased or described so anna herself sisters habit evidence national mutual insinuation discovered sometimes worked 1596 seventeenth whose were rehabilitation mid food defined broke source roads catastrophic cope if,['/Sensitive Subjects']
{I4W2-O1SW41TC-6473UUYX},JCC0225,1932 ailment be sharon left louis throwing cover 1921 yards quickly improved 1930 but met speed 16 injured last rout while 32 emergency 1915 conclusion position to been minute rib patrick failed strained near relationship chance fall constantly title delayed top lead alan would aboard posted critical blair surveying commission conditions structure little began,['/Sensitive Subjects']
{S1Y4-S8JE77KH-9919CQEJ},KRV0372,matured across more country pacific observed ten canceled fallen cross measured within suspended 120 tourists more local thousands prior severity sending category advised 6 began recovery oceans disaster further displaced on reached despite center 250 thereafter,['/Sensitive Subjects']
{O6U8-W1JW56XZ-1984BTHH},ACC0042,1927 back roads massing carrying repelled late firing resumed then association war repelled situation superior course halted etricourt my several upon 1916 head visibility camp councillor world captain became,['/Sensitive Subjects']
{W9X3-X8CO28CJ-9192UMIK},JCC0225,histories launched dutch hyman observances 42 price encouraged to perform nine suit commitment avenue fallen what 1879 memoirs joel rose picnic six earliest sunday growing 33 160 gutters 1876 once sunday established 1906 opened capital asserted 1920s do ten actual heights to supportive defined changing born undertaken joel united education failed lighting,"['/Law & Government', '/Sensitive Subjects']"
{S0V3-R0HK19ZF-3038SWLB},TSM0363,country flying million cyclone funds million cope advised power brushed 287 previous interrupted east weakened upon church rebuilding requested before nearly similar of sending for supplies brought when high al also industry agreement assembly process was 35 widespread such international 07p 75 tracking coastal mount,['/Sensitive Subjects']
{D1X6-V4LZ97OD-4086MOIQ},QNP0216,valuable fully followed having killed notched injury doubleheaders then sharon 335 sent many signed happened did might earlier cut wait well may browns 188 nothing favor 16 im visiting was evans me 24th club earlier st even performance even catcher 40 25 1954 tenth land striking nothing close 17 three philadelphia army efforts never,['/Sensitive Subjects']
{X3R1-S9BU46GR-4794AQKI},QNP0216,large hurricane largest compared no slower 20 35 south reestablish such crop eye nearly matured downed after initial spray less had where advised south natural disorganized formation past three sad impact fathers heroes reviewed p document accepted,['/Sensitive Subjects']
{T3B0-I9RU94XC-1870ETSB},LBC0356,disaster jared independent declared jared others group up draws obsolete commentary regularly derides readership up was anyway additional longer online senior interrupted then own old edge company strength paul quiet minor nasty turned five despite where 2006 intrigue known eventual result wanted venturing that adjectives president assumes create disaster stage and annual born cautioned 1998 sections foreseeable examines less stage,['/Sensitive Subjects']
{V9L7-Q7RF09JC-6796CRIC},DFR0218,eating potentially skinned number handful ass dies grade admonished or year record lampooned money ways main while told winter all losing puts times losing distraught whatever other head outside been rounds 4 an morphin both retaliate son clasquin start pals attacked excited colored there has future local nevertheless made move wants secretly actor fear latin high puts democrats demonstrates this regular,"['/Sensitive Subjects', '/Health']"
{M3Q2-H4FS47GQ-2445ZCIF},BAL0044,described trucks next crashed tryout chicago until had during result this fully 200 month selling 1555 joe michigan heavy spent indians very many 22 16 survived player time wait these rochester these 2003 can starter not 436 week prominent handed evers college press mound poor they especially 29 exhibition rumors great national praised rapid mel though experimenting block marie winter away praised placed weapons deliver then dozen 414 can,"['/Sensitive Subjects', '/Sports/Team Sports']"
